"ID","Name","Rating","Degree","Specialization","Review_Date","Review_Text","Word_Count","Sentiment_Label","Sentiment_Score"
516,"Inder Kumar",3.7,"B.Tech","Electrical And Electronics Engineering","2024-06-04","The student welfare department does not support or stand for students welfare, you will be fined for small things One of my senior got placed in Couch Base for 34LPA CTC another got placed in Unilever for 42LPA but this was for CSE and related branches while few of my seniors got decent package from mechanical branch too 8-12L in companies like Mercedes a Euler  ~ Anonymous, B.Tech FFCS. A study who is facing difficulty to study more, can take less number of credits and it will reduce the burden of the students. And the student can also Complete the entire course in 4 years instead of 5years  by taking maximum no of credits.  ~ Supriya R Patil, B.Sc + M.Sc",121,"Positive",1.7
517,"Harsh",4.2,"B.Tech","Internet of Things","2024-06-04","Campus Life in Vit is simply magnificent.All types of facilities are provided inside the campus including sport complex and restaurants.The girls to boys ratio in Mechanical engineering is surprisinly high of about 1:7.  ~ Mithilesh Angal, B.Tech I don’t like how the student and faculty ratio is 60-40  ~ Praveen Kumar, BCA Lot of exams yearly 3 exams in a semester 2-3 quiz and 1-2 DA  ~ Kartik Navnath Narare, B.Tech",71,"Positive",1.7
518,"Praneeth",4.1,"B.Tech","Electronics & Computer Engineering","2024-06-04","Water is really bad. 750+ TDS. It makes you go bald. Really.  ~ Piyush Prajapati, B.Des Faculty members are quite good and well experienced  Campus is quite massive and well equipped.",31,"Positive",1.7
519,"siddhant gupta",2.7,"B.Tech","Electronics & Communication Engineering","2024-06-03","Mess timings are not that ideal and also that food is okayish and menu being almost the same Academic block and hostel are 2kms apart and no transportation facility the expanive campus allows a vibrant environment conductive to learning and socializing.",41,"Positive",1.7
520,"Jaiguru Narayanasamy",4.8,"B.Tech","Electronics & Communication Engineering","2024-06-03","the state-of-the-art lab facilites are a stand out feature of the college the faculty members are highly knowleged and are very approachable the demanding working hours causes fatigue and interupts focus on the academic preperations",35,"Negative",1
521,"Aditya Kommoju",2.8,"B.Tech","Cyber Security and Digital Forensics","2024-06-02","Exams every 30 days causes increased and unecessary stress on the students reletive grading system can sometime feel unfair since it emphasizes the competition among students The camus is good like not perfect but yes it is good .",39,"Positive",2
522,"Anonymous",2.2,"B.Tech","Computer Science and Engineering","2024-06-01","The faculty are awesome , the way they teach is perfect , beutiful collage campus. I believe the hostels are well made and are well cleaned twice a day . Electricity cuts are too often but they are for shorter period like 10 minutes ",44,"Positive",2.7
523,"Manas Joshi",4.3,"B.Tech + M.Tech","Business Analytics","2024-06-01","Mess food , i will say is not good but not that bad, but everyday you will get daal . No electric things like induction , kettle, iron , heater are not allowed and they are a bit too strict about these things. The course curriculum is rigid yet flexible that is student get to choose what course they have to study at any semester they want, any time of the day, with any teacher of thier choice, there is a total of 162 credits (27 credits per sem max)",90,"Negative",1
524,"Pratik Pawar",4.1,"B.Tech","Computer Science and Engineering","2024-05-31","Infrastructure is too good, from good hostels, to academic block, playgrounds,pasture grounds,well equipped labs with all modern amenities, in campus eating outlets and shops, there is greenery everywhere, canpus is clean   The campus is everly filled with joy and enthusiasm, There are a lot of activities conducted round the year for student having interest in any field, photography, plantation, speaker talks, there are clubs which promote cultural activities The population of VIT is very high, each year there are around 3000 admissions in CSE (overall from all courses: 30000 students), this increases the competition to a while new level, to get placed to really need to have good skills ",109,"Positive",3.3
525,"Abhay Mahantesh Zalaki",4.4,"B.Tech","Computer Science and Engineering","2024-05-31","Due to so much population the value of each indiviual during the course is neglected, for them its like if one student goes no matter we have 50 to fill his place, though they treat 9 pointers well  There is a lack of freedom, we have to enter hostels by 9 pm anyhow, and we can be out of campus for  4 hours and 6 hours on working and non working day respectively, it sometimes feels like bondage but again it is for the safrty of students University provides complete freedom for both boys and girls ",96,"Neutral",1.3
526,"Anonymous",3.4,"B.Tech","Computer Science and Business Systems","2024-05-30","There is no restriction among dress code between students and we have friendly faculty in our university  University provides easiest opportunity to improve our academic performance  University offer students to choose their slots as per their wish it is not possible for all those students who wish to choose morning or evening classes some students feel bad and struggle to travel over distances if they have chosen evening shift",69,"Neutral",1.3
527,"Aryan Sharma",4.1,"B.Tech","Computer Science and Engineering","2024-05-30","Without id card students are not permitted sometimes students forget their id card in their home so its difficult  Restrictions for vehicle usage in the university  Interaction between student and faculty is good",33,"Neutral",1.3
528,"Divyarth Jain",3.6,"B.Tech","Computer Science and Engineering","2024-05-30","The campus look very clean , I didn't find any waste ,if someone throw any waste the department members will clean it ime8 There are huge number of opportunities to showcase your talent like dancing, singing etc The university will not allow student to go out within university timings ",49,"Positive",2
529,"Shirshendu Ghosh",3.6,"B.Tech","Cyber Security and Digital Forensics","2024-05-30","Will not get mobile signal within university premises  The university wi-fi fecility is very poor , we don't get atleast 5mbps Strictness that hepls in character building.",27,"Negative",1
530,"Sannidhya",3.4,"B.Sc","Computer Science","2024-05-30","FFCS where we can choose subjects and teachers by ourself Hostel Facilities are pretty above avg and the mess food as well extra Charges for everything if u get backlog or extra course u need to pay 6000",38,"Positive",1.7
531,"Sanjay Chauhan",3.8,"B.Tech + M.Tech","Business Analytics","2024-05-29","too much load and very less holiday..and restrictions on going out side u need approval from parents on college portal Academic stress is there no time to work on personal projects VIT has 650 acres of Campus and the campus is covered with 60% greenery",45,"Positive",1.7
532,"DEBJYOTI MITRA",3.2,"B.Tech","Artificial Intelligence & Machine Learning","2024-05-28","The infrastructure of VIT is very good the academic blocks the hostels all are well maintained and are in super condition The placement record of VIT is very good as compared to the other private Institute of India VIT has a huge crowd of up to 30000 + students for all the four years of BTech",56,"Positive",2.3
